iata,name,city,country,latitude,longitude,timezone
UKT,Quakertown Airport,Quakertown,United States,40.4352,-75.381897,America/New_York
UKU,Nuku Airport,Nuku,Papua New Guinea,-3.676651,142.484334,Pacific/Port_Moresby
UKX,Ust-Kut Airport,Ust-Kut,Russia,56.856701,105.730003,Asia/Irkutsk
ULA,Capitan D Daniel Vazquez Airport,San Julian,Argentina,-49.306816,-67.802596,America/Argentina/Rio_Gallegos
ULB,Uléi Airport,Ambryn Island,Vanuatu,-16.3297,168.3011,Pacific/Efate
ULD,Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,-28.3206005096,31.4165000916,Africa/Johannesburg
ULH,Al-Ula International Airport,Al-'Ula,Saudi Arabia,26.483634,38.117048,Asia/Riyadh
ULK,Lensk Airport,Lensk,Russia,60.7206001282,114.825996399,Asia/Yakutsk
ULM,New Ulm Municipal Airport,New Ulm,United States,44.319599151611,-94.502296447754,America/Chicago
ULN,Buyant-Ukhaa International Airport,Ulan Bator,Mongolia,47.843102,106.766998,Asia/Ulaanbaatar
ULQ,Heriberto Gíl Martínez Airport,Tulua,Colombia,4.08836,-76.2351,America/Bogota
ULU,Gulu Airport,Gulu,Uganda,2.80556011199951,32.271800994873,Africa/Kampala
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,54.268299,48.2267,Europe/Ulyanovsk
ULX,Ulusaba Airport,Ulusaba,South Africa,-24.7854003906,31.3549003601,Africa/Johannesburg
ULY,Ulyanovsk Vostochny Airport,Ulyanovsk,Russia,54.401001,48.8027,Europe/Ulyanovsk
UMA,Alfredo Noa Díaz Airport,Maisi,Cuba,20.242374,-74.148268,America/Havana
UME,Umeå Airport,Umea,Sweden,63.791801,20.282801,Europe/Stockholm
UMI,Quincemil Air Base,Quince Mil,Peru,-13.231357,-70.75145,America/Lima
UMM,Summit Airport,Summit,United States,63.331501,-149.126999,America/Anchorage
UMR,Woomera Airfield,Woomera,Australia,-31.144199,136.817001,Australia/Adelaide
UMS,Ust-Maya Airport,Ust-Maya,Russia,60.356998443604,134.43499755859,Asia/Khandyga
UMT,Umiat Airport,Umiat,United States,69.371101,-152.136002,America/Anchorage
UMU,Orlando de Carvalho Airport,Umuarama,Brazil,-23.7987,-53.313801,America/Sao_Paulo
UMY,Sumy Airport,Sumy,Ukraine,50.858299,34.762501,Europe/Kyiv
UNA,Una-Comandatuba Airport,Una,Brazil,-15.354358,-38.998729,America/Bahia
UNE,Qacha's Nek Airport,Qacha's Nek,Lesotho,-30.1117,28.6719,Africa/Johannesburg
UNG,Kiunga Airport,Kiunga,Papua New Guinea,-6.12571001052856,141.281997680664,Pacific/Port_Moresby
UNI,Union Island International Airport,Union Island,Saint Vincent and the Grenadines,12.600135,-61.411945,America/St_Vincent
UNK,Unalakleet Airport,Unalakleet,United States,63.888401,-160.798996,America/Anchorage
UNU,Dodge County Airport,Juneau,United States,43.42660141,-88.70320129,America/Chicago
UOA,Moruroa Airport,Mururoa Atoll,French Polynesia,-21.80978,-138.813385,Pacific/Tahiti
UOL,Buol - Pogogul Airport,Buol-Celebes Island,Indonesia,1.102318,121.413358,Asia/Makassar
UOS,Franklin County Airport,Sewanee,United States,35.204754,-85.899052,America/Chicago
UOX,University Oxford Airport,Oxford,United States,34.384300231934,-89.536796569824,America/Chicago
UPB,Playa Baracoa Airport,Havana,Cuba,23.032801,-82.579399,America/Havana
UPG,Sultan Hasanuddin International Airport,Ujung Pandang-Celebes Island,Indonesia,-5.075539,119.553702,Asia/Makassar
UPL,Upala Airport,Upala,Costa Rica,10.8922,-85.016197,America/Costa_Rica
UPP,Upolu Airport,Hawi,United States,20.265301,-155.860001,Pacific/Honolulu
UPV,Upavon Aerodrome,Upavon,United Kingdom,51.28657,-1.782239,Europe/London
URA,Manshuk Mametova International Airport,Uralsk,Kazakhstan,51.151976,51.543652,Asia/Oral
URC,Ürümqi Tianshan International Airport,Urumqi,China,43.913584,87.479372,Asia/Shanghai
URD,Burg Feuerstein Airport,Ebermannstadt,Germany,49.794167,11.133611,Europe/Berlin
URE,Kuressaare Airport,Kuressaare,Estonia,58.2299003601074,22.50950050354,Europe/Tallinn
URG,Rubem Berta Airport,Uruguaiana,Brazil,-29.7822,-57.0382,America/Sao_Paulo
URJ,Uray Airport,Uray,Russia,60.103298,64.826698,Asia/Yekaterinburg
URO,Rouen Vallée de Seine Airport,Rouen/Vallee de Seine,France,49.384887,1.179142,Europe/Paris
URR,Urrao Airport,Urrao,Colombia,6.32883,-76.1425,America/Bogota
URS,Kursk East Airport,Kursk,Russia,51.7505989074707,36.2956008911133,Europe/Moscow
URT,Surat Thani Airport,Surat Thani,Thailand,9.13259983063,99.135597229,Asia/Bangkok
USA,Concord-Padgett Regional Airport,Concord,United States,35.387798,-80.709099,America/New_York
USH,Ushuaia - Malvinas Argentinas International Airport,Ushuahia,Argentina,-54.8433,-68.2958,America/Argentina/Ushuaia
USI,Mabaruma Airport,Mabaruma,Guyana,8.20017,-59.777965,America/Guyana
USJ,Usharal Airport,Usharal,Kazakhstan,46.190767,80.830922,Asia/Almaty
USK,Usinsk Airport,Usinsk,Russia,66.0047,57.367199,Europe/Moscow
USM,Samui International Airport,Na Thon (Ko Samui Island),Thailand,9.54779,100.061996,Asia/Bangkok
USN,Ulsan Airport,Ulsan,South Korea,35.59349823,129.352005005,Asia/Seoul
USQ,Uşak Airport,Usak,Turkey,38.681499,29.471701,Europe/Istanbul
USR,Ust-Nera Airport,Ust-Nera,Russia,64.550003,143.115005,Asia/Ust-Nera
USS,Sancti Spiritus Airport,Sancti Spiritus,Cuba,21.9704,-79.442703,America/Havana
UST,Northeast Florida Regional Airport,St Augustine,United States,29.9592,-81.339798,America/New_York
USU,Francisco B. Reyes (Busuanga) Airport,Coron,Philippines,12.121865,120.100801,Asia/Manila
UTE,Bultfontein Airport,Bultfontein,South Africa,-28.273369,26.135835,Africa/Johannesburg
UTG,Quthing Airport,Quthing,Lesotho,-30.407499,27.6933,Africa/Maseru
UTH,Udon Thani International Airport,Udon Thani,Thailand,17.386186,102.788577,Asia/Bangkok
UTI,Utti Air Base,Utti / Valkeala,Finland,60.8964,26.9384,Europe/Helsinki
UTM,Tunica Municipal Airport,Tunica,United States,34.68505,-90.347757,America/Chicago
UTN,Upington International Airport,Upington,South Africa,-28.400517,21.263357,Africa/Johannesburg
UTO,Indian Mountain LRRS Airport,Utopia Creek,United States,65.992798,-153.703995,America/Anchorage
UTP,U-Tapao–Rayong–Pattaya International Airport,Rayong,Thailand,12.6799,101.004997,Asia/Bangkok
UTS,Ust-Tsylma Airport,Ust-Tsylma,Russia,65.437294,52.200336,Europe/Moscow
UTT,K. D. Matanzima Airport,Mthatha,South Africa,-31.5463631849,28.6733551025,Africa/Johannesburg
UTW,Queenstown Airport,Queenstown,South Africa,-31.9202003479004,26.8822002410889,Africa/Johannesburg
UUA,Bugulma Airport,Bugulma,Russia,54.641184,52.800229,Europe/Moscow
UUD,Baikal International Airport,Ulan Ude,Russia,51.808614,107.439652,Asia/Irkutsk
UUK,Ugnu-Kuparuk Airport,Kuparuk,United States,70.3308029175,-149.598007202,America/Anchorage
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,Russia,46.885461,142.717466,Asia/Sakhalin
UVA,Garner Field,Uvalde,United States,29.2112998962,-99.743598938,America/Chicago
UVE,Ouvéa Airport,Ouvea,New Caledonia,-20.640932,166.573024,Pacific/Noumea
UVF,Hewanorra International Airport,Vieux Fort,Saint Lucia,13.7332,-60.952599,America/St_Lucia
UYL,Nyala Airport,Nyala,Sudan,12.0535,24.9562,Africa/Khartoum
UYN,Yulin Yuyang Airport,Yulin,China,38.35971,109.590927,Asia/Shanghai
UYU,Uyuni Joya Andina Airport,Quijarro,Bolivia,-20.441304,-66.857553,America/La_Paz
UZC,Ponikve Airport,Uzice,Serbia,43.898899,19.697701,Europe/Belgrade
UZU,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,-29.7706,-57.9789,America/Argentina/Cordoba
VAA,Vaasa Airport,Vaasa,Finland,63.05023,21.762543,Europe/Helsinki
VAC,Varrelbusch Airfield,Cloppenburg,Germany,52.908333,8.040556,Europe/Berlin
VAD,Moody Air Force Base,Valdosta,United States,30.9678001404,-83.1930007935,America/New_York
VAF,Valence-Chabeuil Airport,Valence/Chabeuil,France,44.9216,4.9699,Europe/Paris
VAG,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,-21.591375,-45.474116,America/Sao_Paulo
VAH,Capitán Av. Vidal Villagomez Toledo Airport,Vallegrande,Bolivia,-18.4825,-64.099403,America/La_Paz
VAK,Chevak Airport,Chevak,United States,61.5409,-165.6005,America/Nome
VAL,Valença Airport,Valenca,Brazil,-13.2965,-38.992401,America/Bahia
VAM,Villa International Airport Maamigili,Maamigili,Maldives,3.471751,72.832633,Indian/Maldives
VAN,Van Ferit Melen Airport,Van,Turkey,38.4682006835938,43.3322982788086,Europe/Istanbul
VAO,Suavanao Airport,Suavanao,Solomon Islands,-7.58556,158.731003,Pacific/Guadalcanal
VAP,Rodelillo Airport,Vina Del Mar,Chile,-33.0681,-71.557503,America/Santiago
VAR,Varna Airport,Varna,Bulgaria,43.232101,27.8251,Europe/Sofia
VAS,Sivas Nuri Demirağ Airport,Sivas,Turkey,39.813801,36.9035,Europe/Istanbul
VAT,Vatomandry Airport,Vatomandry,Madagascar,-19.383333,48.95,Indian/Antananarivo
VAV,Vava'u International Airport,Vava'u Island,Tonga,-18.5853,-173.962006,Pacific/Tongatapu
VAW,"Vardø Airport, Svartnes",Vardo,Norway,70.3554,31.044901,Europe/Oslo
VBA,Ann Airport,Aeng,Myanmar,19.769199,94.0261,Asia/Yangon
VBC,Chanmyathazi Airport,Mandalay,Myanmar,21.9405,96.0896,Asia/Yangon
VBG,Vandenberg Space Force Base,Lompoc,United States,34.737301,-120.584,America/Los_Angeles
VBP,Bokpyinn Airport,Bokpyinn,Myanmar,11.1494,98.735901,Asia/Yangon
VBS,Brescia Gabriele d'Annunzio Airport,Brescia,Italy,45.428902,10.3306,Europe/Rome
VBV,Vanua Balavu Airport,Vanua Balavu,Fiji,-17.2689990997314,-178.975997924805,Pacific/Fiji
VBY,Visby Airport,Visby,Sweden,57.6628,18.346201,Europe/Stockholm
VCA,Can Tho International Airport,Can Tho,Vietnam,10.083397,105.709371,Asia/Ho_Chi_Minh
VCE,Venice Marco Polo Airport,Venezia,Italy,45.505299,12.3519,Europe/Rome
VCH,Vichadero Airport,Vichadero,Uruguay,-31.739166,-54.587776,America/Montevideo
VCL,Chu Lai Airport,Dung Quat Bay,Vietnam,15.4033,108.706001,Asia/Ho_Chi_Minh
VCP,Viracopos International Airport,Campinas,Brazil,-23.007404,-47.134502,America/Sao_Paulo
VCS,Con Dao Airport,Con Ong,Vietnam,8.73183,106.633003,Asia/Ho_Chi_Minh
VCT,Victoria Regional Airport,Victoria,United States,28.8526000976563,-96.9185028076172,America/Chicago
VCV,Southern California Logistics Airport,Victorville,United States,34.5974998474,-117.383003235,America/Los_Angeles
VDA,Ovda Airport,Eilat,Israel,29.9403,34.935799,Asia/Jerusalem
VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,Brazil,-14.907885,-40.914804,America/Bahia
VDE,El Hierro Airport,El Hierro Island,Spain,27.8148,-17.8871,Atlantic/Canary
VDH,Dong Hoi Airport,Dong Hoi,Vietnam,17.515,106.590556,Asia/Bangkok
VDI,Vidalia Regional Airport,Vidalia,United States,32.192699432373,-82.371200561523,America/New_York
VDM,Gobernador Castello Airport,Viedma / Carmen de Patagones,Argentina,-40.8692,-63.0004,America/Argentina/Salta
VDO,Van Don International Airport,Vân Đồn,Vietnam,21.120693,107.41539,Asia/Bangkok
VDR,Villa Dolores Airport,Villa Dolores,Argentina,-31.9452,-65.146301,America/Argentina/Cordoba
VDS,Vadsø Airport,Vadso,Norway,70.0653,29.8447,Europe/Oslo
VDZ,Valdez Pioneer Field,Valdez,United States,61.132712,-146.246567,America/Anchorage
VEE,Venetie Airport,Venetie,United States,67.008698,-146.365997,America/Anchorage
VEL,Vernal Regional Airport,Vernal,United States,40.436214,-109.511661,America/Denver
VER,General Heriberto Jara International Airport,Veracruz,Mexico,19.139589,-96.188602,America/Mexico_City
VEV,Barakoma Airport,Barakoma,Solomon Islands,-7.91277980804443,156.705993652344,Pacific/Guadalcanal
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,63.4243011474609,-20.2789001464844,Atlantic/Reykjavik
VFA,Victoria Falls International Airport,Victoria Falls,Zimbabwe,-18.097437,25.836867,Africa/Harare
VGD,Vologda Airport,Vologda,Russia,59.282501,39.944401,Europe/Moscow
VGO,Vigo Airport,Vigo,Spain,42.2318,-8.62677,Europe/Madrid
VGT,North Las Vegas Airport,Las Vegas,United States,36.209074,-115.193982,America/Los_Angeles
VGZ,Villa Garzón Airport,Villa Garzon,Colombia,0.978767,-76.6056,America/Bogota
VHC,Saurimo Airport,Saurimo,Angola,-9.68907,20.4319,Africa/Luanda
VHN,Culberson County Airport,Van Horn,United States,31.057800292969,-104.78399658203,America/Chicago
VHV,Verkhnevilyuisk Airport,Verkhnevilyuisk,Russia,63.458057403564,120.26916503906,Asia/Yakutsk
VHY,Vichy-Charmeil Airport,Vichy/Charmeil,France,46.16969,3.403637,Europe/Paris
VHZ,Vahitahi Airport,Vahitahi,French Polynesia,-18.780697,-138.85568,Pacific/Tahiti
VIA,Videira Airport,Videira,Brazil,-26.999701,-51.141899,America/Sao_Paulo
VIE,Vienna International Airport,Vienna,Austria,48.110298,16.5697,Europe/Vienna
VIG,Juan Pablo Pérez Alfonso Airport,El Vigia,Venezuela,8.624139,-71.672668,America/Caracas
VIH,Rolla National Airport,Rolla/Vichy,United States,38.127399,-91.769501,America/Chicago
VII,Vinh Airport,Vinh,Vietnam,18.7376003265,105.67099762,Asia/Bangkok
VIJ,Virgin Gorda Airport,Spanish Town,British Virgin Islands,18.446634,-64.427932,America/Tortola
VIL,Dakhla Airport,Dakhla,Western Sahara (disputed territory),23.7183,-15.932,Africa/El_Aaiun
VIN,Vinnytsia/Gavyryshivka International Airport,Vinnitsa,Ukraine,49.242531,28.613778,Europe/Kyiv
VIP,Payerne Air Base,Payerne,Switzerland,46.8432,6.91506,Europe/Zurich
VIQ,Viqueque Airport,Viqueque,Timor-Leste,-8.88379955291748,126.373001098633,Asia/Dili
VIR,Virginia Airport,Durban,South Africa,-29.770599,31.058399,Africa/Johannesburg
VIS,Visalia Municipal Airport,Visalia,United States,36.318699,-119.392998,America/Los_Angeles
VIT,Vitoria Airport,Alava,Spain,42.882801,-2.72447,Europe/Madrid
VIX,Eurico de Aguiar Salles Airport,Vitoria,Brazil,-20.258,-40.285,America/Sao_Paulo
VIY,Vélizy-Villacoublay Air Base,Villacoublay/Velizy,France,48.774406,2.203102,Europe/Paris
VJB,Xai-Xai Chongoene Airport,Xai-Xai,Mozambique,-24.892909,33.753024,Africa/Maputo
VJI,Virginia Highlands Airport,Abingdon,United States,36.687099,-82.033302,America/New_York
VKG,Rach Gia Airport,Rach Gia,Vietnam,9.95802997234,105.132379532,Asia/Ho_Chi_Minh
VKO,Vnukovo International Airport,Moscow,Russia,55.591499,37.261501,Europe/Moscow
VKS,Vicksburg Municipal Airport,Vicksburg,United States,32.23929977417,-90.928398132324,America/Chicago
VKT,Vorkuta Airport,Vorkuta,Russia,67.488602,63.993099,Europe/Moscow
VKV,Vaskovo Airport,Arkhangelsk,Russia,64.441704,40.4217,Europe/Moscow
VLA,Vandalia Municipal Airport,Vandalia,United States,38.991501,-89.166199,America/Chicago
VLC,Valencia Airport,Valencia,Spain,39.489162,-0.480961,Europe/Madrid
VLD,Valdosta Regional Airport,Valdosta,United States,30.7824993133545,-83.2767028808594,America/New_York
VLG,Villa Gesell Airport,Villa Gesell,Argentina,-37.2354,-57.0292,America/Argentina/Buenos_Aires
VLI,Bauerfield International Airport,Port Vila,Vanuatu,-17.699301,168.320007,Pacific/Efate
VLL,Valladolid Airport,Valladolid,Spain,41.7061,-4.85194,Europe/Madrid
VLM,Teniente Coronel Rafael Pabón Airport,Villamontes,Bolivia,-21.2551994324,-63.4056015015,America/La_Paz
VLN,Arturo Michelena International Airport,Valencia,Venezuela,10.1497325897217,-67.9283981323242,America/Caracas
VLP,Vila Rica Airport,Vila Rica,Brazil,-9.981057,-51.140358,America/Cuiaba
VLR,Vallenar Airport,Vallenar,Chile,-28.596399,-70.755997,America/Santiago
VLS,Valesdir Airport,Valesdir,Vanuatu,-16.7961006165,168.177001953,Pacific/Efate
VLV,Dr. Antonio Nicolás Briceño Airport,Valera,Venezuela,9.340478,-70.584061,America/Caracas
VME,Villa Reynolds Airport,Villa Reynolds,Argentina,-33.7299003601,-65.3873977661,America/Argentina/San_Luis
VMU,Baimuru Airport,Baimuru,Papua New Guinea,-7.496955,144.821756,Pacific/Port_Moresby
VNA,Salavan Airport,Saravane,Laos,15.709026,106.410937,Asia/Vientiane
VNC,Venice Municipal Airport,Venice,United States,27.070541,-82.440815,America/New_York
VND,Vangaindrano Airport,Vangaindrano,Madagascar,-23.3507665915,47.5817012787,Indian/Antananarivo
VNE,Vannes-Meucon Airport,Vannes/Meucon,France,47.723301,-2.71856,Europe/Paris
VNO,Vilnius International Airport,Vilnius,Lithuania,54.634102,25.285801,Europe/Vilnius
VNS,Lal Bahadur Shastri International Airport,Varanasi,India,25.452171,82.862549,Asia/Kolkata
VNT,Ventspils International Airport,Ventspils,Latvia,57.3578,21.544201,Europe/Riga
VNX,Vilankulo Airport,Vilanculo,Mozambique,-22.0184001922607,35.3133010864258,Africa/Maputo
VNY,Van Nuys Airport,Van Nuys,United States,34.209800720215,-118.48999786377,America/Los_Angeles
VOD,Vodochody Airport,Vodochoky,Czech Republic,50.216599,14.3958,Europe/Prague
VOG,Volgograd International Airport,Volgograd,Russia,48.78134,44.339194,Europe/Volgograd
VOI,Voinjama Airport,Voinjama,Liberia,8.32347,-9.769249,Africa/Monrovia
VOK,Volk Field,Camp Douglas,United States,43.938999,-90.253403,America/Chicago
VOL,Nea Anchialos National Airport,Nea Anchialos,Greece,39.219601,22.7943,Europe/Athens
VOT,Domingos Pignatari Airport,Votuporanga,Brazil,-20.458426,-50.003134,America/Sao_Paulo
VOZ,Voronezh International Airport,Voronezh,Russia,51.813683,39.231711,Europe/Moscow
VPE,Ngjiva Pereira Airport,Ngiva,Angola,-17.0435009003,15.6837997437,Africa/Luanda
VPN,Vopnafjörður Airport,Vopnafjordur,Iceland,65.720596,-14.8506,Atlantic/Reykjavik
VPS,Destin-Fort Walton Beach Airport,Valparaiso,United States,30.481315,-86.515839,America/Chicago
VPY,Chimoio Airport,Chimoio,Mozambique,-19.1513004302979,33.4290008544922,Africa/Maputo
VPZ,Porter County Municipal Airport,Valparaiso,United States,41.45399857,-87.00710297,America/Chicago
VQQ,Cecil Airport,Jacksonville,United States,30.2187,-81.876701,America/New_York
VQS,Antonio Rivera Rodriguez Airport,Vieques Island,Puerto Rico,18.1348,-65.493599,America/Puerto_Rico
VRA,Juan Gualberto Gomez International Airport,Varadero,Cuba,23.034401,-81.435303,America/Havana
VRB,Vero Beach Regional Airport,Vero Beach,United States,27.6556,-80.417901,America/New_York
VRC,Virac Airport,Virac,Philippines,13.5763998031616,124.206001281738,Asia/Manila
VRE,Vredendal Airport,Vredendal,South Africa,-31.6410007476807,18.5447998046875,Africa/Johannesburg
VRK,Varkaus Airport,Varkaus / Joroinen,Finland,62.171101,27.868601,Europe/Helsinki
VRN,Verona Villafranca Valerio Catullo Airport,Verona,Italy,45.394955,10.887303,Europe/Rome
VRO,Kawama Airport,Matanzas,Cuba,23.124001,-81.301598,America/Havana
VRU,Vryburg Airport,Vyrburg,South Africa,-26.9824008942,24.7287998199,Africa/Johannesburg
VRZ,Padre Israel Airport,Lavras,Brazil,-21.240601,-44.963902,America/Sao_Paulo
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,17.994283,-92.818199,America/Mexico_City
VSF,Hartness State Airport,Springfield,United States,43.343601,-72.517303,America/New_York
VST,Stockholm Västerås Airport,Stockholm / Vasteras,Sweden,59.589401,16.6336,Europe/Stockholm
VSV,Shravasti Airport,Shravasti,India,27.499732,82.032927,Asia/Kolkata
VTB,Vitebsk Vostochny Airport,Vitebsk,Belarus,55.126499176025,30.349599838257,Europe/Minsk
VTE,Wattay International Airport,Vientiane,Laos,17.985052,102.566692,Asia/Vientiane
VTF,Vatulele Airport,Vatulele,Fiji,-18.5125007629395,177.639007568359,Pacific/Fiji
VTG,Vung Tau Airport,Vung Tau,Vietnam,10.375093,107.096185,Asia/Ho_Chi_Minh
VTM,Nevatim Air Base,Beersheba,Israel,31.2082996368,35.012298584,Asia/Jerusalem
VTN,Miller Field,Valentine,United States,42.856211,-100.549192,America/Chicago
VTU,Hermanos Ameijeiras Airport,Las Tunas,Cuba,20.9876,-76.935799,America/Havana
VTZ,Visakhapatnam International Airport,Visakhapatnam,India,17.723506,83.227729,Asia/Kolkata
VUP,Alfonso López Pumarejo Airport,Valledupar,Colombia,10.435,-73.2495,America/Bogota
VUS,Velikiy Ustyug Airport,Velikiy Ustyug,Russia,60.7883,46.259998,Europe/Moscow
VVB,Mahanoro Airport,Mahanoro,Madagascar,-19.8330001831055,48.7999992370605,Indian/Antananarivo
VVC,Vanguardia Airport,Villavicencio,Colombia,4.16787,-73.6138,America/Bogota
VVI,Viru Viru International Airport,Santa Cruz,Bolivia,-17.6448,-63.135399,America/La_Paz
VVK,Västervik Airport,Vastervik,Sweden,57.779999,16.5236,Europe/Stockholm
VVO,Vladivostok International Airport,Vladivostok,Russia,43.396256,132.148155,Asia/Vladivostok
VVZ,Illizi Takhamalt Airport,Illizi,Algeria,26.723499,8.62265,Africa/Algiers
VXC,Lichinga Airport,Lichinga,Mozambique,-13.274,35.2663,Africa/Maputo
VXE,Cesaria Evora International Airport,Sao Pedro,Cape Verde,16.833363,-25.055308,Atlantic/Cape_Verde
VXO,Växjö Kronoberg Airport,Vaxjo,Sweden,56.9291000366211,14.7279996871948,Europe/Stockholm
VYD,Vryheid Airport,Vryheid,South Africa,-27.7868995666504,30.7964000701904,Africa/Johannesburg
VYI,Vilyuisk Airport,Vilyuisk,Russia,63.756668,121.693336,Asia/Yakutsk
VYS,Illinois Valley Regional Airport Walter A Duncan Field,Peru,United States,41.351898,-89.153099,America/Chicago
WAA,Wales Airport,Wales,United States,65.622593,-168.095,America/Nome
WAF,Wana Airport,Waana,Pakistan,32.3046989440918,69.5703964233398,Asia/Karachi
WAG,Wanganui Airport,Wanganui,New Zealand,-39.963467,175.02444,Pacific/Auckland
WAH,Harry Stern Airport,Wahpeton,United States,46.2440986633,-96.6073989868,America/Chicago
WAI,Ambalabe Airport,Antsohihy,Madagascar,-14.8988,47.9939,Indian/Antananarivo
WAK,Ankazoabo Airport,Ankazoabo,Madagascar,-22.2964423522,44.5315361023,Indian/Antananarivo
WAL,Wallops Flight Facility Airport,Wallops Island,United States,37.940813,-75.462255,America/New_York
WAM,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,-17.795378,48.442583,Indian/Antananarivo
WAO,Wabo Airport,Wabo,Papua New Guinea,-6.98944444444,145.075111111,Pacific/Port_Moresby
WAP,Alto Palena Airport,Alto Palena,Chile,-43.611492,-71.805452,America/Santiago
WAQ,Antsalova Airport,Antsalova,Madagascar,-18.701273,44.614921,Indian/Antananarivo
WAT,Waterford Airport,Waterford,Ireland,52.187199,-7.08696,Europe/Dublin
WAW,Warsaw Chopin Airport,Warsaw,Poland,52.165699,20.9671,Europe/Warsaw
WAX,Zuwarah International Airport,Zuwara,Libya,32.952301,12.0155,Africa/Tripoli
WAY,Greene County Airport,Waynesburg,United States,39.90112,-80.130733,America/New_York
WBA,Wahai Airport,Seram Island,Indonesia,-2.8114,129.484,Asia/Jayapura
WBD,Avaratra Airport,Befandriana,Madagascar,-15.1999998092651,48.4830017089844,Indian/Antananarivo
WBO,Antsoa Airport,Beroroha,Madagascar,-21.6069837647,45.1360201836,Indian/Antananarivo
WBQ,Beaver Airport,Beaver,United States,66.362198,-147.406998,America/Anchorage
WBR,Roben Hood Airport,Big Rapids,United States,43.7225990295,-85.5040969849,America/Detroit
WBU,Boulder Municipal Airport,Boulder,United States,40.039101,-105.226025,America/Denver
WBW,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,41.2971992493,-75.8511962891,America/New_York
WCA,Gamboa Airport,Castro,Chile,-42.490299,-73.772797,America/Santiago
WCH,Nuevo Chaitén Airport,Chaiten,Chile,-42.781943,-72.834999,America/Santiago
WCR,Chandalar Lake Airport,Chandalar Lake,United States,67.5045013428,-148.483001709,America/Anchorage
WDG,Enid Woodring Regional Airport,Enid,United States,36.3791999817,-97.7910995483,America/Chicago
WDH,Hosea Kutako International Airport,Windhoek,Namibia,-22.4799,17.4709,Africa/Windhoek
WDR,Barrow County Airport,Winder,United States,33.98289871,-83.66739655,America/New_York
WEF,Weifang Nanyuan Airport,Weifang,China,36.646702,119.119003,Asia/Shanghai
WEH,Weihai Dashuibo Airport,Weihai,China,37.187099,122.228996,Asia/Shanghai
WEI,Weipa Airport,Weipa,Australia,-12.677493,141.922618,Australia/Brisbane
WEL,Welkom Airport,Welkom,South Africa,-27.996825,26.663334,Africa/Johannesburg
WET,Deiyai / Waghete Baru Airport,Wagethe-Papua Island,Indonesia,-4.05916,136.281715,Asia/Jayapura
WFK,Northern Aroostook Regional Airport,Frenchville,United States,47.2854995728,-68.3127975464,America/New_York
WGA,Wagga Wagga Airport,Wagga Wagga,Australia,-35.163484,147.46832,Australia/Sydney
WGB,Bahawalnagar Airport,Bahawalnagar,Pakistan,29.9463005065918,73.2490997314453,Asia/Karachi
WGC,Warangal Airport,Warrangal,India,17.9144,79.602203,Asia/Kolkata
WGO,Winchester Regional Airport,Winchester,United States,39.14350128,-78.14440155,America/New_York
WGP,Umbu Mehang Kunda Airport,Waingapu-Sumba Island,Indonesia,-9.66922,120.302002,Asia/Makassar
WHA,Wuhu Xuanzhou Airport,Wuhu,China,31.1045,118.66687,Asia/Shanghai
WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,21.802698,31.521578,Africa/Khartoum
WHP,Whiteman Airport,Los Angeles,United States,34.2593,-118.413002,America/Los_Angeles
WHS,Whalsay Airstrip,Whalsay,United Kingdom,60.376835,-0.927229,Europe/London
WHT,Wharton Regional Airport,Wharton,United States,29.254299,-96.154404,America/Chicago
WHU,Wuhu Wanli Airport / Wuhu Air Base,Wuhu,China,31.3906,118.408997,Asia/Shanghai
WIC,Wick John O'Groats Airport,Wick,United Kingdom,58.4589,-3.09306,Europe/London
WIE,Wiesbaden Army Airfield,Wiesbaden,Germany,50.0498008728027,8.32540035247803,Europe/Berlin
WIL,Nairobi Wilson Airport,Nairobi,Kenya,-1.32172000408173,36.8148002624512,Africa/Nairobi
WIR,Wairoa Airport,Wairoa,New Zealand,-39.012118,177.404395,Pacific/Auckland
WJF,General William J Fox Airfield,Lancaster,United States,34.7411,-118.219002,America/Los_Angeles
WJR,Wajir Airport,Wajir,Kenya,1.73324,40.091599,Africa/Nairobi
WJU,Wonju Airport / Hoengseong Air Base (K-38/K-46),Wonju,South Korea,37.437113,127.960051,Asia/Seoul
WKF,Waterkloof Air Force Base,Pretoria,South Africa,-25.8299999237,28.2224998474,Africa/Johannesburg
WKI,Hwange (Town) Airport,Hwange,Zimbabwe,-18.362967,26.519791,Africa/Harare
WKJ,Wakkanai Airport,Wakkanai,Japan,45.4042015076,141.800994873,Asia/Tokyo
WLA,Wallal Downs Airport,Wallal,Australia,-19.7736,120.649002,Australia/Perth
